word,definition,translation
quesadilla,n. a tortilla that is filled with cheese and heated,"n. 油炸玉米粉饼(一种墨西哥食品,以干酪等为馅)"
Quesnay,,n. (Quesnay)人名；(法)魁奈\n魁奈
quest,"n. the act of searching for something\nv. make a search (for)\nv. search the trail of (game)\nv. seek alms, as for religious purposes","n. 探索, 寻求, 调查\nv. 寻找, 找, 追寻猎物"
quest about for,,到处寻找...
quest after,,[网络] 追求之后
quest for,,"追求, 探索"
Quest's rule,,"[医] 奎斯特氏规律(乳儿体重如果减失半数,病愈希望很少)"
questar,,abbr. quantitative utility evaluation suggesting targets for the allocations of resources 定量的有用的资源配置评估建议目标
quested,"v make a search (for)\nv search the trail of (game)\nv bark with prolonged noises, of dogs\nv seek alms, as for religious purposes\nv express the need or desire for; ask for","v. 寻找, 探索( quest的过去式和过去分词 )"
questel,, [计]QUESTEL情报检索系统
quester,n someone making a search or inquiry,n. 探求者；追求者
questers,plural of quester\nn someone making a search or inquiry,(quester 的复数) n. 探求者；追求者
questinably,,可疑地
questing,"v make a search (for)\nv search the trail of (game)\nv bark with prolonged noises, of dogs\nv seek alms, as for religious purposes\nv express the need or desire for; ask for",a. 探求的
questiomycin,,寻霉素
question,n. an instance of questioning\nn. the subject matter at issue\nn. a sentence of inquiry that asks for a reply\nn. an informal reference to a marriage proposal,"n. 问题, 询问\nv. 询问, 审问, 怀疑\n[计] 询问"
question and answer mode,,[化] 问答式
question answering system,,[计] 问题回答系统
question at issue,,[法] 争论中的问题
question fart,"A fart which sounds as if the inflection raises toward it's end, exactly as you would do with your voice when asking a question. \n> Barry punctuated his statement with a tiny question fart.\n",
question file,,[计] 问题文件
question in dispute,,[法] 争执的问题
question logical formulation,,[计] 提问逻辑式
question mark,,问号\n[计] 问号标记
question master,, <英>问答游戏的主持人
question of fact,,[法] 事实问题
question of law,,[法] 法律顾问
question of procedure,,[法] 程序问题
question sb on sth,,"提问某人某事,就某事向某人提问"
question sheet,,[网络] 测验卷；提问清单；问题单
question tag,,n. 疑问句尾
question term,,[计] 提问词
question time,,[法] 议会的质询时间
question vector,,[计] 提问向量
question-answering system,,[电] 问题回答系统
question-asking,, 提问
question-mark,,问号\n不确定性
question-marks,plural of question-mark,(question-mark 的复数) 问号\n不确定性
question-master,,n. 问答节目的主持人
question-masters,,"n. 主持人, 发问者"
question-tag,,n. 疑问句尾；附加疑问句
question-tags,plural of question-tag,(question-tag 的复数) n. 疑问句尾；附加疑问句
question-time,,质询时间（英国议会中大臣答复议员所提问题的时候）
question-times,plural of question-time,(question-time 的复数) 质询时间（英国议会中大臣答复议员所提问题的时候）
questionability,n. The state or condition of being questionable., 可疑性
questionable,a. subject to question\ns. able to be refuted,"a. 可疑的\n[法] 可疑的, 有问题的, 不可靠的"
questionable content,"kick-ass comic about life\n> Damned hipsters, i tell ya\n",
Questionable Fart,"A fart that leaves a serious question to oneself and others if a diarrhea squirt or follow-through ([shart]) has occurred.\n\nA questionable fart will have juicy, wet, rip that sounds like a can of dog food being emptied, and will smell like old hot dogs and rotten eggs. There may or may not be shart behind the fart.\n\nThe other main characteristic of a questionable fart is the smell will just keep lingering and won't go away.\n> 1) Kevin was hanging out with his buds playing poker. He laid down a questionable fart after lifting his ass checks and pushing too hard.\n> He was scared to get up and check his drawers but his friends made him. As he stood up, he felt the warm flow and it was confirmed - he sharted.\n> Too many Miller lites, greasy pork rinds, and IHOP that morning.\n> 2) Julie was chillin' and ripped a diarrhea fart that was questionable, but she stuck her fingers in her drawers, came out with nothing, then took a long sniff.\n",
questionable legitimacy,"questionable legitimacy: Act of doing something legal but not have the support of the majority in an elected democracy\n> questionable legitimacy:doing something important from a short term objective but from a wider longer term view, one could have taken a different decision on balance of probabilites.\n",
questionable person,,[法] 可疑的人
questionableness,"n. The quality or state of being questionable,\n   doubtful, or suspicious.",n. questionable的变形
questionably,r. in a questionable and dubious manner,adv. 可疑地; 不真实地; 有问题地
questionaire,,"n. 调查情况用的一组问题, 调查表, 征求意见表, 问卷, 问题表"
questionaires,plural of questionaire,"(questionaire 的复数) n. 调查情况用的一组问题, 调查表, 征求意见表, 问卷, 问题表"
questionary,a. Inquiring; asking questions; testing.\nn. One who makes it his business to seek after relics and\n   carry them about for sale.,"a. 询问的, 探问的"
questioned,"v challenge the accuracy, probity, or propriety of\nv pose a series of questions to\nv pose a question\nv conduct an interview in television, newspaper, and radio reporting\nv place in doubt or express doubtful speculation",v. 问（某人）问题( question的过去式和过去分词 ); 对（某事物）表示[感到]怀疑
questioner,n someone who asks a question,"n. 质问者, 发问者\n[法] 质问者, 询问者"
questioners,n. someone who asks a question,"n. 发问者, 质问者( questioner的复数形式 )"
questiones perpetuae,,[法] 常设刑事法庭
questioning,n. a request for information\ns. perplexed (as if being expected to know something that you do not know),"[法] 审问, 讯问, 质问"
questioning mania,,[医] 问难癖
questioning of suspects,,[法] 讯问嫌疑犯
questioning reaction,,[医] 探究反应
questioningly,r. in a curious and questioning manner\nr. in a quizzical and questioning manner,"adv. 质问地, 疑惑地"
questionings,plural of questioning\nn. a request for information\ns. perplexed (as if being expected to know something that you do not know),"(questioning 的复数) [法] 审问, 讯问, 质问"
questionless,a. Unquestioning; incurious.\nadv. Beyond a question or doubt; doubtless; certainly.,a. 无疑的
questionmaster,,n. 智力测验节目主持人
questionmasters,plural of questionmaster,(questionmaster 的复数) n. 智力测验节目主持人
questionnaire,n. a form containing a set of questions; submitted to people to gain statistical information,"n. 调查表, 问卷\n[经] 调查表"
questionnaires,n. a form containing a set of questions; submitted to people to gain statistical information,"n. 调查表, 问卷( questionnaire的复数形式 )"
questions,"n an instance of questioning\nn the subject matter at issue\nn a sentence of inquiry that asks for a reply\nn uncertainty about the truth or factuality or existence of something\nn a formal proposal for action made to a deliberative assembly for discussion and vote\nn an informal reference to a marriage proposal\nv challenge the accuracy, probity, or propriety of\nv pose a series of questions to\nv pose a question\nv conduct an interview in television, newspaper, and radio reporting\nv place in doubt or express doubtful speculation",n. 问题（question的复数）
questor,"n. An officer who had the management of the public treasure;\n   a receiver of taxes, tribute, etc.; treasurer of state.","n. 刑事推事, 主管财务官吏"
questors,"plural of questor\nn. An officer who had the management of the public treasure;\n   a receiver of taxes, tribute, etc.; treasurer of state.","(questor 的复数) n.刑事推事, 主管财务官吏"
questran,, [医]消胆胺，降脂一号树脂制剂的商品名
quests,"n a search for an alternative that meets cognitive criteria\nn the act of searching for something\nv make a search (for)\nv search the trail of (game)\nv bark with prolonged noises, of dogs\nv seek alms, as for religious purposes\nv express the need or desire for; ask for",n. 过关模式（游戏用语）；任务道具（游戏用语）；远征；中世纪参加远征的骑士（quest的复数）
Questura,,"n. (意大利的)警察局,警方"
quet,n. The common guillemot., 海鸥
quetch,,[网络] 抓取
Quetelet's rule,,"[医] 凯特累氏规律(身长超过100厘米的数,为其人体重应有的公斤数)"
queti,,雀替
quetico,, [地名] [加拿大] 奎蒂科
quetsch,,"[纺]轧浆辊, 上浆装置"
Quetta,,基达[巴基斯坦西部城市]
quetzal,n the basic unit of money in Guatemala; equal to 100 centavos\nn large trogon of Central America and South America having golden-green and scarlet plumage,"n. 绿咬鹃, 格查尔(危地马拉货币)"
quetzal bird,,[网络] 咬鹃鸟；长尾鸟
Quetzalcoatl,n an Aztec deity represented as a plumed serpent,n. 羽蛇神(古代墨西哥阿兹特克人与托尔特克人崇奉的重要神袛)
Quetzalcoatlus,,风神翼龙
quetzales,,"绿咬鹃, 格查尔（危地马拉货币单位）( quetzal的名词复数 )"
quetzals,plural of quetzal\nn the basic unit of money in Guatemala; equal to 100 centavos\nn large trogon of Central America and South America having golden-green and scarlet plumage,"(quetzal 的复数) n.绿咬鹃, 格查尔(危地马拉货币)"
quetzaltenango,, [地名] [危地马拉] 克察尔特南戈
queue,n. a line of people or vehicles waiting for something\nn. (information processing) an ordered list of tasks to be performed or messages to be transmitted\nn. a braid of hair at the back of the head,"n. 辫子, 一队人, 队列\nvt. 使排队, 将...梳成辫子\nvi. 排队\n[计] 队列"
queue access method,,"[计] 队列存取法, 排队存取法"
queue area,,[计] 排队区
queue control block,,"[计] 排队控制块, 排队控制分程序"
queue control record,,[计] 排队控制记录
queue descriptor,,[计] 排队描述符
queue discipline,,[计] 排队原则
queue element,,"[计] 队列元素, 队列元"
queue element list,,[计] 队列元素表
queue equipment,,[计] 排队器
queue file,,"[计] 排队文件, 队列文件"
queue length,,[计] 队列长度
queue link word,,[计] 队列链接字
queue linkage entry,,[计] 队列连接入口
queue management,,[计] 队列管理
queue manager,,[计] 排队管理程序
queue name,,[计] 队列名
queue object,,[计] 队列目标
queue of interrupt,,[计] 中断队列
queue on,,排上队
queue overflow,,[计] 排队溢出
queue packet,,[计] 队列包
queue packet cord file,,[计] 队列包工作文件
queue pointer,,"[计] 队列指示字, 队列指针"
queue register,,[计] 排队寄存器
queue request,,[计] 排队请求
queue search,,[计] 队列检索
queue size,,[计] 队列大小
queue state,,[计] 排队状态
queue system,,[计] 排队系统
queue table,,[计] 队列表
queue thread,,"[计] 排队线索, 队更条理"
queue type,,"[计] 排队类型, 队列类型"
queue up,,排队等候
queue up for,,排队等候…
queue-back chain,,[计] 队列反向链
queue-driven subsystem,,[计] 排队驱动子系统
queue-driven task,,[计] 排队驱动任务
queue-jumping,,n. 插队；加塞儿
queue-oriented,,[计] 面向队列的
queue-oriented management system,,[计] 面向队列的管理系统
queue-oriented search program,,[计] 面向队列检索程序
queued,"v. form a queue, form a line, stand in line","v. （人、车等）排队等候( queue的过去式和过去分词 ); （使）排队, 列队等待"
queued access,,[计] 排队存取
queued access method,,[计] 排队存取法
queued communication interface,,[计] 排队通信接口
queued control,,[计] 排队控制
queued control block,,[计] 排队控制分程序
queued data set,,[计] 队列数据集
queued discipline,,"[计] 排队原则, 队列原则"
queued file,,[计] 排队文件
queued indexed sequential access method,,[计] 排队索引顺序存取法
queued printing services,,[计] 排队打印服务程序
queued sequential access method,,[计] 排队顺序存取法
queued session,,[计] 排队对话
queued telecommunications access method,,[计] 排队式远程通信存取法
queueed,n. a line of people or vehicles waiting for something\nn. (information processing) an ordered list of tasks to be performed or messages to be transmitted\nn. a braid of hair at the back of the head,"n. 辫子, 一队人, 队列\nvt. 使排队, 将...梳成辫子\nvi. 排队\n[计] 队列"
queueing,"v form a queue, form a line, stand in line","[计] 排队, 队列"
queueing analysis,,[计] 排队分析
queueing delay,,[计] 排队延迟
queueing delay time,,[计] 排队延迟时间
queueing description,,[计] 排队描述
queueing discipline,,[计] 排队规则
queueing form,,"[计] 排队格式, 排队方式"
queueing list,,[计] 排队表
queueing logic,,[计] 排队逻辑
queueing mechanism,,"[计] 排队机构, 排队机理"
